id,ageInDays,ageInDaysForYear,ageInYears,amateurClubName,amateurLeague,birthDate,birthPlace,countryCode,csPlayerId,draftDate,draftMasterId,draftYear,draftedByTeamId,firstName,height,lastName,notes,overallPickNumber,pickInRound,playerId,playerName,position,removedOutright,removedOutrightWhy,roundNumber,shootsCatches,supplementalDraft,teamPickHistory,triCode,weight
18817,6995.0,55.0,19.0,Cherepovets,RUSSIA,2002-05-30,Cherepovets,RUS,87904.0,2021-07-24,68,2021,12,Nikita,70.0,Guslistov,,209,17,8482917.0,Nikita Guslistov,C,N,,7,L,N,STL-CAR,CAR,178.0
18818,6639.0,64.0,18.0,Kingston,OHL,2003-05-21,"Manchester, NH",USA,86465.0,2021-07-24,68,2021,13,Braden,76.0,Hache,,210,18,8482901.0,Braden Hache,D,N,,7,L,N,WPG-FLA,FLA,200.0
18819,6552.0,342.0,17.0,St. Paul's School,HIGH-NH,2003-08-16,"Auburn, NH",USA,91451.0,2021-07-24,68,2021,14,Cooper,74.0,Flinton,,211,19,8482951.0,Cooper Flinton,LW,N,,7,L,N,NSH-TBL,TBL,210.0
18820,6709.0,134.0,18.0,Moose Jaw,WHL,2003-03-12,"Estevan, SK",CAN,89074.0,2021-07-24,68,2021,22,Maximus,75.0,Wanner,,212,20,8482902.0,Maximus Wanner,D,N,,7,R,N,EDM,EDM,185.0
18821,6596.0,21.0,18.0,USA U-18,NTDP,2003-07-03,"Garden Grove, CA",USA,89561.0,2021-07-24,68,2021,6,Andre,75.0,Gasseau,,213,21,8482776.0,Andre Gasseau,C,N,,7,L,N,BOS,BOS,205.0
18822,6848.0,273.0,18.0,North Bay,OHL,2002-10-24,"Hamilton, ON",CAN,82080.0,2021-07-24,68,2021,8,Joe,78.0,Vrbetic,,214,22,8482669.0,Joe Vrbetic,G,N,,7,L,N,MIN-MTL,MTL,190.0
18823,7101.0,161.0,19.0,Sioux City,USHL,2002-02-13,"Altoona, WI",USA,80467.0,2021-07-24,68,2021,5,Daniel,77.0,Laatsch,,215,23,8482952.0,Daniel Laatsch,D,N,,7,L,N,WSH-PIT,PIT,182.0
18824,6966.0,26.0,19.0,Edmonton,WHL,2002-06-28,"Kelowna, BC",CAN,77960.0,2021-07-24,68,2021,16,Jalen,70.0,Luypen,,216,24,8482903.0,Jalen Luypen,C,N,,7,L,N,FLA-CHI,CHI,155.0
18825,6715.0,140.0,18.0,USA U-18,NTDP,2003-03-06,"Clarkston, MI",USA,84985.0,2021-07-24,68,2021,6,Ty,72.0,Gallagher,,217,25,8482719.0,Ty Gallagher,D,N,,7,R,N,TOR-BOS,BOS,188.0
18826,7060.0,120.0,19.0,SKA-Varyagi,RUSSIA-JR.,2002-03-26,Yurga,RUS,83327.0,2021-07-24,68,2021,5,Kirill,73.0,Tankov,,218,26,8482904.0,Kirill Tankov,C,N,,7,L,N,PIT,PIT,180.0
18827,7011.0,71.0,19.0,Farjestad,SWEDEN,2002-05-14,Karlstad,SWE,87247.0,2021-07-24,68,2021,12,Joel,71.0,Nystrom,,219,27,8482911.0,Joel Nystrom,D,N,,7,R,N,CAR,CAR,170.0
18828,7438.0,133.0,20.0,Brooks,AJHL,2001-03-13,"Calgary, AB",CAN,84198.0,2021-07-24,68,2021,21,Taylor,75.0,Makar,,220,28,8482953.0,Taylor Makar,LW,N,,7,L,N,COL,COL,190.0
18829,6719.0,144.0,18.0,Sumperk,CZREP-2,2003-03-02,Ostrava,CZE,86612.0,2021-07-24,68,2021,2,Tomas,76.0,Machu,,221,29,8482954.0,Tomas Machu,D,N,,7,R,N,NYI,NYI,189.0
18830,6640.0,65.0,18.0,Djurgarden Jr.,SWEDEN-JR.,2003-05-20,Stockholm,SWE,87125.0,2021-07-24,68,2021,54,Carl,72.0,Lindbom,,222,30,8482761.0,Carl Lindbom,G,N,,7,L,N,VGK,VGK,165.0
18831,6777.0,202.0,18.0,Chicago,USHL,2003-01-03,"Philadelphia, PA",USA,88850.0,2021-07-24,68,2021,53,Sam,74.0,Lipkin,,223,31,8482924.0,Sam Lipkin,LW,N,,7,L,N,MTL-CHI-MTL-ARI,ARI,192.0
18832,6603.0,28.0,18.0,Tappara Jr.,FINLAND-JR.,2003-06-26,Espoo,FIN,87114.0,2021-07-24,68,2021,14,Niko,73.0,Huuhtanen,,224,32,8482757.0,Niko Huuhtanen,RW,N,,7,R,N,TBL,TBL,204.0
18833,6673.0,99.0,18.0,TPS,FINLAND,2004-03-30,"Kosice, SVK",SVK,85964.0,2022-07-07,69,2022,8,Juraj,76.0,Slafkovsky,,1,1,8483515.0,Juraj Slafkovsky,LW,N,,1,L,N,MTL,MTL,229.0
18834,6717.0,142.0,18.0,Nitra,SLOVAKIA,2004-02-15,Liptovsky Mikulas,SVK,87097.0,2022-07-07,69,2022,1,Simon,72.0,Nemec,,2,2,8483495.0,Simon Nemec,D,N,,1,R,N,NJD,NJD,199.0
18835,6638.0,64.0,18.0,USA U-18,NTDP,2004-05-04,"Pittsburgh, PA",USA,84987.0,2022-07-07,69,2022,53,Logan,70.0,Cooley,,3,3,8483431.0,Logan Cooley,C,N,,1,L,N,ARI,ARI,180.0
18836,6758.0,183.0,18.0,Kingston,OHL,2004-01-05,"Burlington, ON",CAN,85859.0,2022-07-07,69,2022,55,Shane,72.0,Wright,,4,4,8483524.0,Shane Wright,C,N,,1,R,N,SEA,SEA,199.0
18837,6744.0,169.0,18.0,USA U-18,NTDP,2004-01-19,Skelleftea,SWE,90175.0,2022-07-07,69,2022,4,Cutter,74.0,Gauthier,,5,5,8483445.0,Cutter Gauthier,LW,N,,1,L,N,PHI,PHI,200.0
18838,6796.0,221.0,18.0,Plzen,CZREP,2003-11-28,Klatovy,CZE,86009.0,2022-07-07,69,2022,29,David,75.0,Jiricek,,6,6,8483460.0,David Jiricek,D,N,,1,R,N,CHI-CBJ,CBJ,189.0
18839,6590.0,16.0,18.0,Seattle,WHL,2004-06-21,"Saskatoon, SK",CAN,87431.0,2022-07-07,69,2022,16,Kevin,74.0,Korchinski,,7,7,8483466.0,Kevin Korchinski,D,N,,1,L,N,OTT-CHI,CHI,185.0
18840,6664.0,90.0,18.0,Rogle,SWEDEN,2004-04-08,Innsbruck,AUT,90865.0,2022-07-07,69,2022,17,Marco,73.0,Kasper,,8,8,8483464.0,Marco Kasper,C,N,,1,L,N,DET,DET,187.0
18841,6762.0,187.0,18.0,Winnipeg,WHL,2004-01-01,"St. Albert, AB",CAN,86023.0,2022-07-07,69,2022,7,Matt,69.0,Savoie,,9,9,8483512.0,Matt Savoie,C,N,,1,R,N,BUF,BUF,170.0
18842,6799.0,224.0,18.0,Saginaw,OHL,2003-11-25,Moscow,RUS,87826.0,2022-07-07,69,2022,24,Pavel,74.0,Mintyukov,,10,10,8483490.0,Pavel Mintyukov,D,N,,1,L,N,ANA,ANA,194.0
18843,6637.0,63.0,18.0,Winnipeg,WHL,2004-05-05,"Strathclair, MB",CAN,87424.0,2022-07-07,69,2022,53,Conor,76.0,Geekie,,11,11,8483447.0,Conor Geekie,C,N,,1,L,N,SJS-ARI,ARI,190.0
18844,6569.0,360.0,17.0,Moose Jaw,WHL,2004-07-12,"Winnipeg, MB",CAN,87433.0,2022-07-07,69,2022,29,Denton,70.0,Mateychuk,,12,12,8483485.0,Denton Mateychuk,D,N,,1,L,N,CBJ,CBJ,194.0
18845,6749.0,174.0,18.0,USA U-18,NTDP,2004-01-14,"Detroit, MI",USA,89470.0,2022-07-07,69,2022,16,Frank,70.0,Nazar,,13,13,8483493.0,Frank Nazar,C,N,,1,R,N,NYI-MTL-CHI,CHI,180.0
18846,6673.0,99.0,18.0,USA U-18,NTDP,2004-03-30,"Lincoln, NE",USA,89472.0,2022-07-07,69,2022,52,Rutger,73.0,McGroarty,,14,14,8483487.0,Rutger McGroarty,RW,N,,1,L,N,WPG,WPG,204.0
18847,6557.0,348.0,17.0,Djurgarden,SWEDEN,2004-07-24,Tullinge,SWE,90692.0,2022-07-07,69,2022,23,Jonathan,70.0,Lekkerimaki,,15,15,8483476.0,Jonathan Lekkerimaki,RW,N,,1,R,N,VAN,VAN,171.0
18848,6692.0,118.0,18.0,Djurgarden Jr.,SWEDEN-JR.,2004-03-11,Stockholm,SWE,90687.0,2022-07-07,69,2022,7,Noah,70.0,Ostlund,,16,16,8483500.0,Noah Ostlund,C,N,,1,L,N,VGK-BUF,BUF,164.0
18849,6645.0,71.0,18.0,Jyp,FINLAND,2004-04-27,Jyvaskyla,FIN,89476.0,2022-07-07,69,2022,18,Joakim,70.0,Kemell,,17,17,8483465.0,Joakim Kemell,RW,N,,1,R,N,NSH,NSH,185.0
18850,6624.0,50.0,18.0,Leksand,SWEDEN,2004-05-18,Olten,CHE,90085.0,2022-07-07,69,2022,25,Lian,78.0,Bichsel,,18,18,8483425.0,Lian Bichsel,D,N,,1,L,N,DAL,DAL,225.0
18851,6735.0,160.0,18.0,Djurgarden Jr.,SWEDEN-JR.,2004-01-28,Stockholm,SWE,90698.0,2022-07-07,69,2022,30,Liam,73.0,Ohgren,,19,19,8483499.0,Liam Ohgren,LW,N,,1,L,N,LAK-MIN,MIN,201.0
18852,6728.0,153.0,18.0,Omsk Krylia,RUSSIA-2,2004-02-04,Primmorsky Krai,RUS,87154.0,2022-07-07,69,2022,15,Ivan,73.0,Miroshnichenko,,20,20,8483491.0,Ivan Miroshnichenko,LW,N,,1,R,N,WSH,WSH,185.0
18853,6736.0,161.0,18.0,Swift Current,WHL,2004-01-27,"St. Adolphe, MB",CAN,91734.0,2022-07-07,69,2022,5,Owen,76.0,Pickering,,21,21,8483503.0,Owen Pickering,D,N,,1,L,N,PIT,PIT,180.0
18854,6818.0,243.0,18.0,Quebec,QMJHL,2003-11-06,"Chambly, QC",CAN,86490.0,2022-07-07,69,2022,24,Nathan,75.0,Gaucher,,22,22,8483444.0,Nathan Gaucher,C,N,,1,R,N,BOS-ANA,ANA,207.0
18855,6610.0,36.0,18.0,USA U-18,NTDP,2004-06-01,"Minneapolis, MN",USA,89305.0,2022-07-07,69,2022,19,Jimmy,73.0,Snuggerud,,23,23,8483516.0,Jimmy Snuggerud,RW,N,,1,R,N,STL,STL,188.0
18856,6772.0,197.0,18.0,Magnitogorsk,RUSSIA,2003-12-22,Chelyabinsk,RUS,87160.0,2022-07-07,69,2022,30,Danila,73.0,Yurov,,24,24,8483525.0,Danila Yurov,RW,N,,1,L,N,MIN,MIN,178.0
18857,6586.0,12.0,18.0,Chaska,HIGH-MN,2004-06-25,"Waconia, MN",USA,93395.0,2022-07-07,69,2022,16,Sam,76.0,Rinzel,,25,25,8483506.0,Sam Rinzel,D,N,,1,R,N,TOR-CHI,CHI,180.0
18858,6760.0,185.0,18.0,Poprad,SLOVAKIA,2004-01-03,Kezmarok,SVK,85708.0,2022-07-07,69,2022,8,Filip,70.0,Mesar,,26,26,8483488.0,Filip Mesar,RW,N,,1,R,N,CGY-MTL,MTL,174.0
18859,6728.0,153.0,18.0,Linkoping Jr.,SWEDEN-JR.,2004-02-04,Norrkoping,SWE,90691.0,2022-07-07,69,2022,28,Filip,76.0,Bystedt,,27,27,8483428.0,Filip Bystedt,C,N,,1,L,N,CAR-MTL-ARI-SJS,SJS,204.0
18860,6658.0,84.0,18.0,Karlovy Vary,CZREP,2004-04-14,Kadan,CZE,89945.0,2022-07-07,69,2022,7,Jiri,71.0,Kulich,,28,28,8483468.0,Jiri Kulich,C,N,,1,L,N,FLA-BUF,BUF,178.0
18861,6750.0,175.0,18.0,Drummondville,QMJHL,2004-01-13,"Laval, QC",CAN,90414.0,2022-07-07,69,2022,53,Maveric,79.0,Lamoureux,,29,29,8483472.0,Maveric Lamoureux,D,N,,1,R,N,EDM-ARI,ARI,199.0
18862,6775.0,200.0,18.0,Pelicans,FINLAND,2003-12-19,Lahti,FIN,85112.0,2022-07-07,69,2022,52,Brad,72.0,Lambert,,30,30,8483471.0,Brad Lambert,C,N,,1,R,N,NYR-WPG,WPG,183.0
18863,6673.0,99.0,18.0,USA U-18,NTDP,2004-03-30,"Hudson, WI",USA,89471.0,2022-07-07,69,2022,14,Isaac,70.0,Howard,,31,31,8483455.0,Isaac Howard,LW,N,,1,L,N,TBL,TBL,180.0
18864,6864.0,289.0,18.0,Seattle,WHL,2003-09-21,"Edmonton, AB",CAN,85894.0,2022-07-07,69,2022,22,Reid,75.0,Schaefer,,32,32,8483513.0,Reid Schaefer,LW,N,,1,L,N,COL-ARI-EDM,EDM,213.0
18865,6730.0,155.0,18.0,Mississauga,OHL,2004-02-03,"Peterborough, ON",CAN,90140.0,2022-07-08,69,2022,8,Owen,71.0,Beck,,33,1,8483424.0,Owen Beck,C,N,,2,R,N,MTL,MTL,187.0
18866,6605.0,31.0,18.0,Green Bay,USHL,2004-06-07,"Bridgewater, MA",USA,92311.0,2022-07-08,69,2022,28,Cameron,74.0,Lund,,34,2,8483481.0,Cameron Lund,C,N,,2,R,N,ARI-SJS,SJS,192.0
18867,6644.0,70.0,18.0,Moose Jaw,WHL,2004-04-29,"Irma, AB",CAN,89128.0,2022-07-08,69,2022,55,Jagger,70.0,Firkus,,35,3,8483442.0,Jagger Firkus,RW,N,,2,R,N,SEA,SEA,151.0
18868,6665.0,91.0,18.0,CSKA 2,RUSSIA-JR.,2004-04-08,Moscow,RUS,91177.0,2022-07-08,69,2022,53,Artem,73.0,Duda,,36,4,8483436.0,Artem Duda,D,N,,2,L,N,PHI-ARI,ARI,187.0
18869,6706.0,131.0,18.0,USA U-18,NTDP,2004-02-27,"St. Paul, MN",USA,92029.0,2022-07-08,69,2022,15,Ryan,72.0,Chesley,,37,5,8483430.0,Ryan Chesley,D,N,,2,R,N,NJD-WSH,WSH,201.0
18870,6577.0,3.0,18.0,Kamloops,WHL,2004-07-05,"Vancouver, BC",CAN,89607.0,2022-07-08,69,2022,10,Fraser,73.0,Minten,,38,6,8483489.0,Fraser Minten,C,N,,2,L,N,CHI-TOR,TOR,185.0
18871,6650.0,76.0,18.0,Kingston,OHL,2004-04-23,"Toronto, ON",CAN,90116.0,2022-07-08,69,2022,16,Paul,71.0,Ludwinski,,39,7,8483480.0,Paul Ludwinski,C,N,,2,L,N,OTT-CHI,CHI,184.0
18872,6844.0,269.0,18.0,Sioux City,USHL,2003-10-12,"Calgary, AB",CAN,85487.0,2022-07-08,69,2022,17,Dylan,72.0,James,,40,8,8483459.0,Dylan James,LW,N,,2,L,N,DET,DET,177.0
18873,6739.0,164.0,18.0,JYP Jr.,FINLAND-JR.,2004-01-25,Jyvaskyla,FIN,90904.0,2022-07-08,69,2022,7,Topias,77.0,Leinonen,,41,9,8483475.0,Topias Leinonen,G,N,,2,L,N,BUF,BUF,233.0
18874,6567.0,358.0,17.0,Gatineau,QMJHL,2004-07-15,"Montréal, QC",CAN,89469.0,2022-07-08,69,2022,24,Noah,77.0,Warren,,42,10,8483521.0,Noah Warren,D,N,,2,R,N,ANA,ANA,224.0
18875,6704.0,129.0,18.0,Munchen,GERMANY,2004-02-29,Weingarten,DEU,87975.0,2022-07-08,69,2022,53,Julian,74.0,Lutz,,43,11,8483483.0,Julian Lutz,LW,N,,2,L,N,SJS-ARI,ARI,187.0
18876,6815.0,240.0,18.0,Mississauga,OHL,2003-11-10,"Woodbridge, ON",CAN,86564.0,2022-07-08,69,2022,29,Luca,72.0,Del Bel Belluz,,44,12,8483432.0,Luca Del Bel Belluz,C,N,,2,L,N,CBJ,CBJ,179.0
18877,6763.0,188.0,18.0,Linkoping Jr.,SWEDEN-JR.,2004-01-01,Taby,SWE,90677.0,2022-07-08,69,2022,28,Mattias,69.0,Havelid,,45,13,8483666.0,Mattias Havelid,D,N,,2,R,N,NYI-ARI-SJS,SJS,165.0
18878,6756.0,181.0,18.0,USA U-18,NTDP,2004-01-08,"Miami, FL",USA,84951.0,2022-07-08,69,2022,1,Seamus,70.0,Casey,,46,14,8483429.0,Seamus Casey,D,N,,2,R,N,WPG-WSH-NJD,NJD,173.0
18879,6669.0,95.0,18.0,Barrie,OHL,2004-04-04,"Strathroy, ON",CAN,90120.0,2022-07-08,69,2022,30,Hunter,70.0,Haight,,47,15,8483452.0,Hunter Haight,C,N,,2,R,N,VAN-ARI-MIN,MIN,174.0
18880,6721.0,146.0,18.0,Saginaw,OHL,2004-02-12,Prague,CZE,89298.0,2022-07-08,69,2022,54,Matyas,75.0,Sapovaliv,,48,16,8483511.0,Matyas Sapovaliv,C,N,,2,L,N,VGK,VGK,183.0
18881,6552.0,343.0,17.0,Ilves,FINLAND,2004-07-30,Valkeakoski,FIN,89173.0,2022-07-08,69,2022,55,Jani,76.0,Nyman,,49,17,8483497.0,Jani Nyman,RW,N,,2,L,N,NSH-SEA,SEA,217.0
18882,6870.0,295.0,18.0,Erie,OHL,2003-09-16,"Toronto, ON",CAN,86859.0,2022-07-08,69,2022,25,Christian,70.0,Kyrou,,50,18,8483470.0,Christian Kyrou,D,N,,2,R,N,DAL,DAL,172.0
18883,6823.0,248.0,18.0,Northeastern U.,H-EAST,2003-11-02,"Westwood, MA",USA,82301.0,2022-07-08,69,2022,26,Jack,72.0,Hughes,,51,19,8483456.0,Jack Hughes,C,N,,2,L,N,LAK,LAK,169.0
18884,6880.0,305.0,18.0,SKA St. Petersburg 2,RUSSIA-JR.,2003-09-06,Nizhny Tagil,RUS,91201.0,2022-07-08,69,2022,17,Dmitri,70.0,Buchelnikov,,52,20,8483667.0,Dmitri Buchelnikov,LW,N,,2,R,N,WSH-DET,DET,163.0
18885,6752.0,177.0,18.0,Gatineau,QMJHL,2004-01-12,"Victoriaville, QC",CAN,89468.0,2022-07-08,69,2022,24,Tristan,74.0,Luneau,,53,21,8483482.0,Tristan Luneau,D,N,,2,R,N,PIT-ANA,ANA,189.0
18886,6694.0,120.0,18.0,Guelph,OHL,2004-03-10,"Ajax, ON",CAN,90123.0,2022-07-08,69,2022,6,Matthew,71.0,Poitras,,54,22,8483505.0,Matthew Poitras,C,N,,2,R,N,BOS,BOS,177.0
18887,6520.0,311.0,17.0,Skelleftea Jr.,SWEDEN-JR.,2004-08-31,Skelleftea,SWE,90682.0,2022-07-08,69,2022,52,Elias,73.0,Salomonsson,,55,23,8483510.0,Elias Salomonsson,D,N,,2,R,N,STL-NYR-WPG,WPG,183.0
18888,6674.0,100.0,18.0,Okotoks,AJHL,2004-03-30,"Calgary, AB",CAN,86076.0,2022-07-08,69,2022,30,Rieger,74.0,Lorenz,,56,24,8483478.0,Rieger Lorenz,LW,N,,2,L,N,MIN,MIN,194.0
18889,6835.0,260.0,18.0,Green Bay,USHL,2003-10-21,"Paradise, NL",CAN,86637.0,2022-07-08,69,2022,16,Ryan,73.0,Greene,,57,25,8483450.0,Ryan Greene,C,N,,2,R,N,MIN-CHI,CHI,179.0
18890,6690.0,116.0,18.0,Karpat Jr.,FINLAND-JR.,2004-03-14,Oulu,FIN,89114.0,2022-07-08,69,2022,55,Niklas,75.0,Kokko,,58,26,8483668.0,Niklas Kokko,G,N,,2,L,N,TOR-SEA,SEA,184.0
18891,6638.0,64.0,18.0,Tappara Jr.,FINLAND-JR.,2004-05-05,Hausjarvi,FIN,90620.0,2022-07-08,69,2022,20,Topi,74.0,Ronni,,59,27,8483508.0,Topi Ronni,C,N,,2,L,N,CGY,CGY,181.0
18892,6539.0,330.0,17.0,Omsk 2,RUSSIA-JR.,2004-08-12,Omsk,RUS,91248.0,2022-07-08,69,2022,12,Gleb,73.0,Trikozov,,60,28,8483519.0,Gleb Trikozov,LW,N,,2,R,N,CAR,CAR,185.0
18893,6677.0,103.0,18.0,Sudbury,OHL,2004-03-27,"Saint-Jerome, QC",CAN,90122.0,2022-07-08,69,2022,55,David,70.0,Goyette,,61,29,8483449.0,David Goyette,C,N,,2,L,N,FLA-CGY-SEA,SEA,175.0
18894,6719.0,144.0,18.0,USA U-18,NTDP,2004-02-14,"Holland, MI",USA,85345.0,2022-07-08,69,2022,8,Lane,68.0,Hutson,,62,30,8483457.0,Lane Hutson,D,N,,2,L,N,EDM-MTL,MTL,158.0
18895,6513.0,304.0,17.0,Nitra,SLOVAKIA,2004-09-07,Piestany,SVK,89776.0,2022-07-08,69,2022,3,Adam,70.0,Sykora,,63,31,8483669.0,Adam Sykora,LW,N,,2,L,N,NYR,NYR,172.0
18896,6699.0,125.0,18.0,Sodertalje Jr.,SWEDEN-JR.,2004-03-05,Stockholm,SWE,94425.0,2022-07-08,69,2022,9,Filip,76.0,Nordberg,,64,32,8483670.0,Filip Nordberg,D,N,,2,L,N,TBL-OTT,OTT,207.0
18897,6613.0,39.0,18.0,Djurgarden Jr.,SWEDEN-JR.,2004-05-30,Nykvarn,SWE,90683.0,2022-07-08,69,2022,2,Calle,72.0,Odelius,,65,33,8483498.0,Calle Odelius,D,N,,2,L,N,COL-NYI,NYI,188.0
18898,6629.0,55.0,18.0,Flint,OHL,2004-05-14,"Westland, MI",USA,90127.0,2022-07-08,69,2022,16,Gavin,74.0,Hayes,,66,1,8483453.0,Gavin Hayes,LW,N,,3,R,N,MTL-CHI,CHI,177.0
18899,6830.0,255.0,18.0,Jokerit Jr.,FINLAND-JR.,2003-10-26,Helsinki,FIN,90898.0,2022-07-08,69,2022,53,Miko,75.0,Matikka,,67,2,8483671.0,Miko Matikka,RW,N,,3,R,N,ARI,ARI,187.0
18900,6674.0,100.0,18.0,North Bay,OHL,2004-03-30,"Toronto, ON",CAN,90112.0,2022-07-08,69,2022,55,Ty,70.0,Nelson,,68,3,8483494.0,Ty Nelson,D,N,,3,R,N,SEA,SEA,199.0
18901,6754.0,179.0,18.0,USA U-18,NTDP,2004-01-10,"Bridgewater, NJ",USA,84095.0,2022-07-08,69,2022,4,Devin,75.0,Kaplan,,69,4,8483461.0,Devin Kaplan,RW,N,,3,R,N,PHI,PHI,205.0
18902,6699.0,125.0,18.0,HV 71 Jr.,SWEDEN-JR.,2004-03-05,Chabarovsk,RUS,90696.0,2022-07-08,69,2022,15,Alexander,74.0,Suzdalev,,70,5,8483518.0,Alexander Suzdalev,LW,N,,3,L,N,NJD-WSH,WSH,177.0
18903,6657.0,83.0,18.0,Yaroslavl 2,RUSSIA-JR.,2004-04-16,Mezhdurechensk,RUS,92206.0,2022-07-08,69,2022,12,Alexander,72.0,Perevalov,,71,6,8483501.0,Alexander Perevalov,LW,N,,3,R,N,CHI-CAR,CAR,191.0
18904,6729.0,154.0,18.0,Rogle Jr.,SWEDEN-JR.,2004-02-04,Halmstad,SWE,90866.0,2022-07-08,69,2022,9,Oskar,74.0,Pettersson,,72,7,8483673.0,Oskar Pettersson,RW,N,,3,R,N,OTT,OTT,198.0
18905,6727.0,152.0,18.0,HIFK Jr.,FINLAND-JR.,2004-02-06,Espoo,FIN,90614.0,2022-07-08,69,2022,19,Aleksanteri,72.0,Kaskimaki,,73,8,8483463.0,Aleksanteri Kaskimaki,C,N,,3,L,N,DET-STL,STL,196.0
18906,6831.0,256.0,18.0,Yekaterinburg 2,RUSSIA-JR.,2003-10-25,Chelyabinsk,RUS,91371.0,2022-07-08,69,2022,7,Viktor,74.0,Neuchev,,74,9,8483496.0,Viktor Neuchev,LW,N,,3,L,N,BUF,BUF,165.0
18907,6511.0,302.0,17.0,Ottawa,OHL,2004-09-09,"Rankweil, Vorarlberg",AUT,93735.0,2022-07-08,69,2022,8,Vinzenz,70.0,Rohrer,,75,10,8483507.0,Vinzenz Rohrer,C,N,,3,R,N,ANA-MTL,MTL,167.0
18908,6641.0,67.0,18.0,St. Mark's School,HIGH-MA,2004-05-02,"Westborough, MA",USA,93520.0,2022-07-08,69,2022,28,Michael,74.0,Fisher,,76,11,8483443.0,Michael Fisher,D,N,,3,R,N,SJS,SJS,198.0
18909,6776.0,201.0,18.0,Guelph,OHL,2003-12-19,Moscow,RUS,82787.0,2022-07-08,69,2022,52,Danil,73.0,Zhilkin,,77,12,8483526.0,Danil Zhilkin,C,N,,3,L,N,CBJ-WPG,WPG,196.0
18910,6543.0,334.0,17.0,Madison,USHL,2004-08-08,"Valparaiso, IN",USA,92644.0,2022-07-08,69,2022,2,Quinn,72.0,Finley,,78,13,8483441.0,Quinn Finley,LW,N,,3,L,N,NYI,NYI,166.0
18911,6744.0,169.0,18.0,Seattle,WHL,2004-01-20,"Ardrossan, AB",CAN,87429.0,2022-07-08,69,2022,54,Jordan,70.0,Gustafson,,79,14,8483451.0,Jordan Gustafson,C,N,,3,L,N,WPG-VAN-TOR-VGK,VGK,178.0
18912,6717.0,142.0,18.0,Orebro Jr.,SWEDEN-JR.,2004-02-16,Vasteras,SWE,93605.0,2022-07-08,69,2022,23,Elias,74.0,Pettersson,,80,15,8483678.0,Elias Pettersson,D,N,,3,L,N,VAN-VGK-OTT-VAN,VAN,185.0
18913,6679.0,105.0,18.0,Gatineau,QMJHL,2004-03-25,"Dieppe, NB",CAN,90408.0,2022-07-08,69,2022,16,Samuel,70.0,Savoie,,81,16,8483677.0,Samuel Savoie,LW,N,,3,L,N,VGK-CHI,CHI,189.0
18914,6842.0,267.0,18.0,Youngstown,USHL,2003-10-14,"Winnipeg, MB",CAN,93864.0,2022-07-08,69,2022,18,Adam,74.0,Ingram,,82,17,8483458.0,Adam Ingram,C,N,,3,L,N,NSH,NSH,161.0
18915,6647.0,73.0,18.0,North York,OJHL,2004-04-26,"Richmond Hill, ON",CAN,90177.0,2022-07-08,69,2022,25,George,73.0,Fegaras,,83,18,8483680.0,George Fegaras,D,N,,3,R,N,DAL,DAL,188.0
18916,6703.0,129.0,18.0,Jokerit Jr.,FINLAND-JR.,2004-03-01,Helsinki,FIN,89474.0,2022-07-08,69,2022,18,Kasper,72.0,Kulonummi,,84,19,8483469.0,Kasper Kulonummi,D,N,,3,R,N,LAK-NSH,NSH,178.0
18917,6848.0,273.0,18.0,Frolunda Jr.,SWEDEN-JR.,2003-10-08,Gothenburg,SWE,87141.0,2022-07-08,69,2022,15,Ludwig,72.0,Persson,,85,20,8483681.0,Ludwig Persson,LW,N,,3,L,N,WSH,WSH,178.0
18918,7832.0,162.0,21.0,Kingston,OHL,2001-01-27,"North Bay, ON",CAN,77580.0,2022-07-08,69,2022,14,Lucas,70.0,Edmonds,,86,21,8483437.0,Lucas Edmonds,RW,N,,3,R,N,PIT-LAK-TBL,TBL,181.0
18919,6695.0,121.0,18.0,Tappara Jr.,FINLAND-JR.,2004-03-09,Prague,CZE,89296.0,2022-07-08,69,2022,9,Tomas,72.0,Hamara,,87,22,8483683.0,Tomas Hamara,D,N,,3,L,N,BOS-OTT,OTT,185.0
18920,6648.0,74.0,18.0,Guelph,OHL,2004-04-25,"Markham, ON",CAN,90135.0,2022-07-08,69,2022,19,Michael,72.0,Buchinger,,88,23,8483427.0,Michael Buchinger,D,N,,3,L,N,STL,STL,181.0
18921,7230.0,290.0,19.0,Winnipeg,WHL,2002-09-21,"Abbotsford, BC",CAN,77935.0,2022-07-08,69,2022,30,Michael,70.0,Milne,,89,24,8482829.0,Michael Milne,LW,N,,3,L,N,MIN,MIN,185.0
18922,7445.0,140.0,20.0,Lincoln,USHL,2002-02-18,"Fort Collins, CO",USA,77479.0,2022-07-08,69,2022,16,Aidan,70.0,Thompson,,90,25,8483685.0,Aidan Thompson,C,N,,3,L,N,TOR-CGY-CHI,CHI,180.0
18923,6709.0,134.0,18.0,Noble & Greenough,HIGH-MA,2004-02-24,"Boston, MA",USA,93597.0,2022-07-08,69,2022,55,Ben,72.0,MacDonald,,91,26,8483484.0,Ben MacDonald,C,N,,3,L,N,CGY-BOS-SEA,SEA,180.0
18924,6808.0,233.0,18.0,Djurgarden Jr.,SWEDEN-JR.,2003-11-17,Jarna,SWE,91656.0,2022-07-08,69,2022,8,Adam,74.0,Engstrom,,92,27,8483686.0,Adam Engstrom,D,N,,3,L,N,CAR-MTL,MTL,185.0
